vgi_id,name,released,steam_id,slug,price,units_sold_vgi,reviews,followers,rating,genres,developers,publishers,publishers_type,revenue_vgi,tags,platforms,genre
667624,HELLDIVERS 2,2024-02-08,553850,helldivers-2,39.99,13300000,982000,427000,76.086,Action,Arrowhead Game Studios,PlayStation Publishing LLC,AAA,423400000,"['Action', 'Singleplayer', 'Multiplayer', 'Gore', 'Psychological Horror', 'Co-op', 'Capitalism', 'Third-Person Shooter', 'Online Co-Op', 'PvE', 'Third-Person', 'Shooter', 'Open World', 'Comedy', 'Space', 'Sci-fi', 'Difficult', 'Great Soundtrack', 'Violent', 'Extraction Shooter']","PC, PlayStation",Action
616382,The Inquisitor,2024-02-08,1880470,the-inquisitor,39.99,10380,346,12004,70.52,"Action, Adventure",The Dust S.A.,Kalypso Media,AA,324000,"['Action', 'Adventure', 'Singleplayer', 'Choices Matter', 'Action-Adventure', 'Action RPG', 'Medieval', 'Mystery', 'Dark Fantasy', 'Third-Person', 'Magic', 'Investigation', 'Detective', 'Alternate History', 'Gothic', 'Faith', 'Dynamic Narration', 'Fantasy', 'Atmospheric', 'Multiple Endings']","PC, PlayStation, Xbox",Adventure
631120,Persona 3 Reload,2024-02-02,2161700,persona-3-reload,69.99,1200000,39737,92496,94.446,"Adventure, Strategy, RPG",ATLUS,SEGA,AAA,60400000,"['Strategy', 'Adventure', 'RPG', 'Mystery', 'Turn-Based Combat', 'Party-Based RPG', 'Dark', 'Dating Sim', 'Turn-Based Strategy', 'Detective', 'Emotional', 'Supernatural', 'Strategy RPG', 'JRPG', 'Story Rich', 'Anime', 'Great Soundtrack', 'Visual Novel', 'Colorful', 'Multiple Endings']","PC, PlayStation, Xbox",RPG
683041,Suicide Squad Kill the Justice League,2024-02-02,315210,suicide-squad-kill-the-justice-league,69.99,431000,14381,43478,63.939,Action,Rocksteady Studios,Warner Bros. Games,AAA,17400000,"['Action', 'Singleplayer', 'Casual', 'Multiplayer', 'Psychological Horror', 'Capitalism', 'LGBTQ+', 'Third-Person Shooter', 'Online Co-Op', 'PvE', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Villain Protagonist', 'Looter Shooter', 'Shooter', 'Open World', 'Violent']","PC, PlayStation, Xbox",Action
682065,Jujutsu Kaisen Cursed Clash,2024-02-01,1877020,jujutsu-kaisen-cursed-clash,59.99,103000,3442,17043,60.198,Action,Byking Inc.,Bandai Namco,AAA,4800000,"['Action', 'Singleplayer', 'Multiplayer', 'Gore', 'Psychological Horror', 'Co-op', 'Fighting', 'Online Co-Op', 'PvE', '3D Platformer', '3D Fighter', '3D', 'Anime', 'Violent', 'PvP', 'Sexual Content']","PC, PlayStation, Xbox, Nintendo",Fighting
639757,TEKKEN 8,2024-01-25,1778820,tekken-8,69.99,1500000,50330,94173,68.931,Action,Bandai Namco,Bandai Namco,AAA,78700000,"['Action', 'Singleplayer', 'Casual', 'Multiplayer', 'Competitive', 'Controller', 'Fighting', 'Character Customization', 'Local Multiplayer', 'eSports', 'Martial Arts', '3D Fighter', 'Arcade', 'Story Rich', 'Anime', 'Difficult', 'Great Soundtrack', 'PvP', 'Sexual Content', 'Nudity']","PC, PlayStation, Xbox",Fighting
617299,Like a Dragon Infinite Wealth,2024-01-25,2072450,like-a-dragon-infinite-wealth,69.99,576000,19186,47963,91.78,"Action, Adventure, RPG",Ryu Ga Gotoku Studio,SEGA,AAA,29000000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Action-Adventure', ""Beat 'em up"", 'Gore', 'Action RPG', 'Turn-Based Combat', 'Emotional', 'Martial Arts', 'Turn-Based', 'JRPG', 'Comedy', 'Story Rich', 'Funny', 'Great Soundtrack', 'Violent', 'Colorful', 'Sexual Content']","PC, PlayStation, Xbox",RPG
617907,Apollo Justice Ace Attorney Trilogy,2024-01-25,2187220,apollo-justice-ace-attorney-trilogy,49.99,92610,3087,21495,90.768,Adventure,Capcom,Capcom,AAA,3400000,"['Adventure', 'Singleplayer', 'Choose Your Own Adventure', 'Text-Based', 'Mystery', 'Point & Click', 'Investigation', 'Crime', 'Detective', '3D', 'Story Rich', 'Anime', 'Great Soundtrack', 'Visual Novel']","PC, PlayStation, Xbox, Nintendo",Adventure
614104,Last Train Home,2023-11-28,1469610,last-train-home,39.99,131000,4355,63509,87.095,Strategy,Ashborne Games,THQ Nordic,AA,3800000,"['Strategy', 'Singleplayer', 'Choices Matter', 'Trains', 'War', 'Historical', 'Wargame', 'Tactical', 'World War I', 'Real Time Tactics', 'Isometric', 'Unforgiving', '3D', 'Survival', 'RTS', 'Base Building', 'Management', 'Atmospheric', 'Multiple Endings', 'Realistic']",PC,Strategy
640132,Warhammer Age of Sigmar Realms of Ruin,2023-11-17,1844380,warhammer-age-of-sigmar-realms-of-ruin,59.99,81810,2727,32976,53.172,"Action, Strategy",Frontier Developments,Frontier Developments,AA,3200000,"['Strategy', 'Action', 'Multiplayer', 'Controller', 'Stylized', 'War', 'Cinematic', 'Wargame', 'Tactical', 'Real Time Tactics', 'Lore-Rich', 'Combat', 'Action RTS', 'Warhammer 40K', '3D', 'RTS', 'Fantasy', 'Story Rich', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Strategy
642174,Persona 5 Tactica,2023-11-17,2254740,persona-5-tactica,59.99,53160,1772,16730,74.492,"Strategy, RPG",ATLUS,SEGA,AAA,2400000,"['Strategy', 'Action', 'Singleplayer', 'RPG', 'Turn-Based Tactics', 'Grid-Based Movement', 'Tactical', 'Turn-Based Strategy', 'Strategy RPG', 'Tactical RPG', '2D', 'JRPG', 'Anime', 'Great Soundtrack', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Strategy
686546,NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,2023-11-16,1020790,naruto-x-boruto-ultimate-ninja-storm-connections,59.99,115000,3835,31405,55.984,"Action, Adventure","CyberConnect2 Co., Ltd.",Bandai Namco,AAA,5200000,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Ninja', 'Action-Adventure', 'Fighting', 'Character Customization', '3D Fighter', 'Open World', 'Story Rich', 'Anime', 'PvP']","PC, PlayStation, Xbox, Nintendo",Fighting
658639,KarmaZoo,2023-11-14,1661630,karmazoo,9.99,37560,1252,4707,88.978,"Action, Casual",Pastagames,Devolver Digital,AA,242000,"['Action', 'Singleplayer', 'Casual', 'Multiplayer', 'Experimental', 'Controller', 'Stylized', 'Puzzle Platformer', 'Co-op', 'Online Co-Op', 'Party Game', '2D Platformer', 'Co-op Campaign', '2D', 'Cartoony', 'Platformer', 'Puzzle', 'Cute', 'Family Friendly', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Arcade
673395,Dungeons 4,2023-11-09,1643310,dungeons-4,49.99,79080,2636,28070,88.885,"Simulation, Strategy",Realmforge Studios,Kalypso Media,AA,3000000,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Dark Humor', 'Co-op', 'Cartoon', 'Online Co-Op', 'PvE', 'Level Editor', 'Real Time Tactics', 'Narration', 'Strategy RPG', '3D', 'RTS', 'Exploration', 'City Builder', 'Fantasy', 'Sandbox', 'Funny']","PC, PlayStation, Xbox, Nintendo",Strategy
662434,Like a Dragon Gaiden The Man Who Erased His Name,2023-11-08,2375550,like-a-dragon-gaiden-the-man-who-erased-his-name,49.99,297000,9915,35729,96.692,"Action, Adventure",Ryu Ga Gotoku Studio,SEGA,AAA,11200000,"['Action', 'Adventure', 'Singleplayer', 'Action-Adventure', ""Beat 'em up"", 'Gore', 'Action RPG', 'Hack and Slash', 'Third-Person', 'Emotional', 'Martial Arts', 'Dog', 'JRPG', 'Open World', 'Comedy', 'Story Rich', 'Great Soundtrack', 'Violent', 'Mature', 'Sexual Content']","PC, PlayStation, Xbox",Action
623124,Risk of Rain Returns,2023-11-08,1337520,risk-of-rain-returns,14.99,828000,27614,53167,90.291,Action,Hopoo Games,Gearbox Publishing,AA,9000000,"['Action', 'Singleplayer', 'Multiplayer', 'Controller', 'Co-op', 'Online Co-Op', 'Loot', 'PvE', 'Action Roguelike', 'Local Co-Op', 'Combat', 'Class-Based', 'Looter Shooter', '2D', 'Pixel Graphics', 'Roguelike', 'Arcade', 'Space', 'Sci-fi', 'Atmospheric']","PC, Nintendo",Action
661782,Football Manager 2024,2023-11-06,2252570,football-manager-2024,59.99,637000,21232,58623,90.651,"Simulation, Strategy, Sports",Sports Interactive,SEGA,AAA,28200000,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Economy', 'Text-Based', 'Real Time Tactics', 'eSports', '2D', '3D', 'Management', 'Football (Soccer)']",PC,Sports
610645,The Talos Principle 2,2023-11-02,835960,the-talos-principle-2,29.99,347000,11573,29017,95.628,"Action, Adventure",Croteam,Devolver Digital,AA,7800000,"['Action-Adventure', 'Puzzle Platformer', 'Mystery', 'First-Person', 'Logic', 'Third-Person', 'Philosophical', 'Political', 'Science', 'Walking Simulator', 'Post-apocalyptic', '3D Platformer', 'Lore-Rich', '3D', 'Puzzle', 'Exploration', 'Linear', 'Story Rich', 'Sci-fi', 'Realistic']","PC, PlayStation, Xbox",Puzzle
631509,STAR OCEAN THE SECOND STORY R,2023-11-02,2238900,star-ocean-the-second-story-r,49.99,98370,3279,25390,94.694,"Action, RPG","Gemdrops, Inc., Square Enix",Square Enix,AAA,3900000,"['Action', 'Singleplayer', 'RPG', '2.5D', 'Action RPG', 'PvE', 'Remake', '2D Platformer', ""1990's"", '2D', 'Pixel Graphics', 'Female Protagonist', 'JRPG', 'Fantasy', 'Story Rich', 'Space', 'Sci-fi', 'Retro', 'Anime', 'Multiple Endings']","PC, PlayStation, Nintendo",RPG
671696,Song of Nunu A League of Legends Story,2023-11-01,1333200,song-of-nunu-a-league-of-legends-story,29.99,79560,2652,13862,95.023,Adventure,Tequila Works,Riot Forge,AAA,1800000,"['Action', 'Adventure', 'Indie', 'Simulation', 'Singleplayer', 'RPG', 'Stylized', 'Puzzle Platformer', 'Emotional', 'Cartoony', 'Puzzle', 'Exploration', 'Fantasy', 'Open World', 'Comedy', 'Story Rich', 'Cute', 'Family Friendly']","PC, PlayStation, Xbox, Nintendo",Adventure
681715,Little Goody Two Shoes,2023-10-31,1812370,little-goody-two-shoes,19.99,50970,1699,11896,95.762,"Adventure, RPG",AstralShift,Square Enix,AAA,754000,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Controller', 'Mystery', 'LGBTQ+', 'Time Management', 'Dating Sim', ""1990's"", 'Romance', '2D', 'Female Protagonist', 'Puzzle', 'Exploration', 'Resource Management', 'Story Rich', 'Anime', 'Horror', 'Multiple Endings']","PC, PlayStation, Xbox, Nintendo",Adventure
676533,Ghostrunner 2,2023-10-26,2144740,ghostrunner-2,39.99,274000,9125,30682,81.129,"Action, Adventure, Strategy",ONE MORE LEVEL,505 GAMES,AA,7100000,"['Strategy', 'Action', 'Adventure', 'Singleplayer', 'Music', 'Ninja', 'Action-Adventure', 'Fighting', 'First-Person', 'Hack and Slash', 'Cyberpunk', 'Post-apocalyptic', 'Runner', 'Swordplay', 'Combat', 'Motorbike', 'Vehicular Combat', 'Difficult', 'Violent', 'Fast-Paced']","PC, PlayStation, Xbox",Action
725915,Cities Skylines II,2023-10-24,949230,cities-skylines-ii,49.99,2100000,70244,302000,52.577,Simulation,Colossal Order Ltd.,Paradox Interactive,AA,82700000,"['Strategy', 'Simulation', 'Singleplayer', 'Early Access', 'Casual', 'Multiplayer', 'Economy', 'Moddable', 'Transportation', 'Mod', 'Building', 'City Builder', 'Resource Management', 'Management', 'Relaxing', 'Open World', 'Sandbox', 'Atmospheric', 'Great Soundtrack', 'Realistic']","PC, PlayStation, Xbox",Strategy
638086,ENDLESS Dungeon,2023-10-19,1485590,endless-dungeon,19.99,107000,3566,59097,65.536,"Action, Strategy",AMPLITUDE Studios,SEGA,AAA,2400000,"['Strategy', 'Action', 'Multiplayer', 'Action RPG', 'Co-op', 'Dungeon Crawler', 'PvE', 'Twin Stick Shooter', 'Action Roguelike', 'Soundtrack', 'Tactical RPG', 'Mystery Dungeon', '3D', 'Top-Down', 'Tower Defense', 'Roguelike', 'Roguelite', 'Sci-fi', 'Procedural Generation', 'Replay Value']","PC, PlayStation, Xbox, Nintendo",RPG
697070,Gargoyles Remastered,2023-10-19,1928020,gargoyles-remastered,14.99,1080,36,1206,66.667,"Action, Adventure",Empty Clip Studios,Disney,AAA,12382,"['Action', 'Adventure', 'Singleplayer', 'Side Scroller', 'Action-Adventure', 'Gaming', 'Hand-drawn', 'Dark Fantasy', '2D Platformer', 'Gothic', 'Combat', ""1990's"", '2D', 'Pixel Graphics', 'Cartoony', 'Platformer', 'Arcade', 'Linear', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action
621921,Diablo IV,2023-10-17,2344520,diablo-iv,49.99,1400000,47072,123000,65.665,"Action, RPG","Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.",AAA,54200000,"['Action', 'Singleplayer', 'RPG', 'Multiplayer', 'Gore', 'Action RPG', 'Co-op', 'Point & Click', 'Dungeon Crawler', 'Online Co-Op', 'Loot', 'Dark Fantasy', 'PvE', 'Hack and Slash', 'Third-Person', 'Isometric', 'Exploration', 'Fantasy', 'Story Rich', 'Violent']","PC, PlayStation, Xbox",RPG
616784,Sonic Superstars,2023-10-17,2022670,sonic-superstars,59.99,92610,3087,11075,68.805,Action,SEGA,SEGA,AAA,4000000,"['Action', 'Adventure', 'Singleplayer', 'Casual', 'Multiplayer', '2.5D', 'Action-Adventure', '4 Player Local', 'Cartoon', '2D Platformer', 'Local Multiplayer', 'Local Co-Op', '2D', 'Platformer', 'Retro', 'Atmospheric', 'Great Soundtrack', 'Family Friendly', 'Colorful', 'Fast-Paced']","PC, PlayStation, Xbox, Nintendo",Arcade
614301,Lords of the Fallen,2023-10-13,1501750,lords-of-the-fallen,59.99,1100000,35277,118000,64.566,"Action, Adventure, RPG",HEXWORKS,CI Games,AA,47300000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Action-Adventure', 'Action RPG', 'Medieval', 'Souls-like', 'Dragons', 'Online Co-Op', 'Dark Fantasy', 'Character Customization', 'Magic', 'Lore-Rich', 'Combat', 'Exploration', 'Fantasy', 'Open World', 'Story Rich']","PC, PlayStation, Xbox",RPG
614986,Star Trek Infinite,2023-10-12,1622900,star-trek-infinite,29.99,99180,3306,22961,43.466,"Adventure, Simulation, Strategy",Nimble Giant Entertainment,Paradox Interactive,AA,2300000,"['Strategy', 'Simulation', 'Choices Matter', 'Flight', 'Space Sim', 'PvE', 'Military', 'Grand Strategy', 'Science', 'Diplomacy', '3D', '4X', 'RTS', 'Exploration', 'Management', 'Open World', 'Story Rich', 'Space', 'Sandbox', 'PvP']",PC,Strategy
721933,Total War PHARAOH,2023-10-11,1937780,total-war-pharaoh,39.99,151000,5019,42266,63.877,"Action, Strategy",Creative Assembly,SEGA,AAA,5900000,"['Strategy', 'Action', 'Singleplayer', 'Multiplayer', 'Psychological Horror', 'Capitalism', 'War', 'Historical', 'Grand Strategy', 'Tactical', 'Turn-Based Strategy', 'Rome', '4X', 'RTS', 'Management', 'Atmospheric', 'PvP', 'Sexual Content']",PC,Strategy
709009,Forza Motorsport,2023-10-10,2440510,forza-motorsport,69.99,278000,9278,31821,46.152,Racing,Turn 10,Xbox Game Studios,AAA,14000000,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Automobile Sim', 'Racing', 'Driving', 'Immersive Sim', 'VR', 'First-Person', 'Character Customization', 'Third-Person', 'Science', 'Transportation', 'Physics', 'Management', 'Open World', 'Family Friendly', 'PvP', 'Realistic']","PC, Xbox",Racing
650631,Wild Card Football,2023-10-10,1206370,wild-card-football,0.0,4800,160,1127,59.375,"Action, Casual, Sports",Saber Interactive Inc,Saber Interactive Inc,AA,138000,"['Action', 'Simulation', 'Singleplayer', 'Casual', 'Multiplayer', 'Sports', 'Stylized', 'Online Co-Op', 'Character Customization', 'Local Multiplayer', 'Local Co-Op', 'eSports', '3D', 'Cartoony', 'Arcade', 'Funny', 'Cute', 'Family Friendly', 'Colorful', 'Football (American)']","PC, PlayStation, Xbox, Nintendo",Sports
624393,SWORD ART ONLINE Last Recollection,2023-10-05,1566880,sword-art-online-last-recollection,59.99,15420,514,13698,61.284,"Action, Adventure, RPG","AQURIA Co., Ltd.",Bandai Namco,AAA,708000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Action-Adventure', 'Action RPG', 'Party-Based RPG', 'Online Co-Op', 'Character Customization', 'PvE', 'Artificial Intelligence', 'Third-Person', 'Magic', 'Futuristic', 'Swordplay', 'JRPG', 'Fantasy', 'Sci-fi', 'Anime']","PC, PlayStation, Xbox",RPG
671756,Wargroove 2,2023-10-05,1346020,wargroove-2,19.99,11520,384,7057,72.396,Strategy,"Chucklefish, Robotality",Chucklefish,AA,179000,"['Strategy', 'Singleplayer', 'Multiplayer', 'Turn-Based Tactics', 'Co-op', 'Wargame', 'Asynchronous Multiplayer', 'Turn-Based Strategy', 'Local Multiplayer', 'Local Co-Op', 'Strategy RPG', 'Tactical RPG', '2D', 'Pixel Graphics', 'Puzzle', 'Roguelike', 'Fantasy', 'Family Friendly', 'Colorful', 'PvP']","PC, Xbox, Nintendo",Strategy
717731,The Lamplighters League,2023-10-03,1167750,the-lamplighters-league,49.99,26430,881,24703,70.261,"Adventure, Strategy, RPG",Harebrained Schemes,Paradox Interactive,AA,961000,"['Strategy', 'Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Stylized', 'Turn-Based Combat', 'Dark Fantasy', 'Cinematic', 'Tactical', 'Turn-Based Strategy', 'Supernatural', 'Alternate History', 'Strategy RPG', 'Tactical RPG', 'Noir', 'Top-Down', 'Story Rich', 'Atmospheric', 'Multiple Endings']","PC, Xbox",RPG
617949,EA SPORTS FC 24,2023-09-29,2195250,ea-sports-fc-24,69.99,3600000,108000,109000,57.644,"Simulation, Sports",Electronic Arts,Electronic Arts,AAA,154300000,"['Action', 'Simulation', 'Singleplayer', 'Early Access', 'Multiplayer', 'Competitive', 'Sports', 'Controller', 'Co-op', 'First-Person', 'Online Co-Op', 'PvE', 'Local Multiplayer', 'Local Co-Op', 'eSports', '3D', 'Family Friendly', 'PvP', 'Realistic', 'Football (Soccer)']","PC, PlayStation, Xbox, Nintendo",Sports
636529,FateSamurai Remnant,2023-09-29,1902690,fate-samurai-remnant,59.99,184000,6124,51147,91.362,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,8200000,"['Action', 'Singleplayer', 'RPG', 'Drama', 'Stylized', 'Gore', 'Action RPG', 'Historical', 'Hack and Slash', 'Magic', 'Spectacle fighter', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'Violent', 'Visual Novel', 'Multiple Endings', 'Sexual Content', 'Musou']","PC, PlayStation, Nintendo",RPG
718323,PAYDAY 3,2023-09-21,1272080,payday-3,29.99,1200000,57930,184000,43.162,"Action, Adventure, RPG",Starbreeze Studios,Deep Silver,AA,35200000,"['Action', 'RPG', 'Multiplayer', 'Dark Humor', 'Gun Customization', 'Co-op', 'First-Person', 'Online Co-Op', 'PvE', 'Crime', 'Tactical', 'America', 'Combat', 'Heist', '3D', 'FPS', 'Stealth', 'Shooter', ""Shoot 'Em Up"", 'Realistic']","PC, PlayStation, Xbox",Action
682600,Mortal Kombat 1,2023-09-19,1971870,mortal-kombat-1,49.99,1000000,34670,91839,69.097,Action,"NetherRealm Studios, QLOC",Warner Bros. Games,AAA,48700000,"['Action', 'Singleplayer', 'Multiplayer', 'Competitive', '2.5D', 'Gore', 'Fighting', '2D Fighter', 'Character Customization', 'Blood', 'Local Co-Op', 'Martial Arts', '3D', 'Arcade', 'Story Rich', 'Atmospheric', 'Violent', 'Horror', 'PvP', 'Mature']","PC, PlayStation, Xbox, Nintendo",Fighting
616367,The Walking Dead Betrayal,2023-09-14,1877320,the-walking-dead-betrayal,0.0,10770,349,4837,44.699,"Casual, Early Access",Other Ocean Interactive,"Other Ocean Group, Skybound Games","AA, Indie",143000,"['Casual', 'Multiplayer', 'Action-Adventure', 'Time Management', 'Character Customization', 'PvE', 'Crafting', 'Zombies', 'Post-apocalyptic', 'Team-Based', 'Lore-Rich', 'Social Deduction', '3D', 'Survival', 'Stealth', 'Exploration', 'Open World', 'Sandbox', 'Horror', 'PvP']",PC,Action
638694,Gunbrella,2023-09-13,1580180,gunbrella,14.99,24150,805,9382,86.211,"Action, Adventure",doinksoft,Devolver Digital,AA,270000,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Side Scroller', 'Controller', 'Action Roguelike', 'Noir', 'Combat', 'Metroidvania', '2D', 'Pixel Graphics', 'Platformer', 'Exploration', 'Story Rich', 'Funny', 'Difficult', 'Mature']","PC, Nintendo",Action
723899,NBA 2K24,2023-09-08,2338770,nba-2k24,59.99,1100000,43029,34052,30.886,"Simulation, Sports",Visual Concepts,2K,AAA,35900000,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Controller', 'Immersive Sim', 'Co-op', 'Online Co-Op', 'Character Customization', 'Local Multiplayer', 'Team-Based', 'Local Co-Op', 'eSports', 'Trading', 'Basketball', 'Gambling', '3D', 'Management', 'PvP', 'Realistic']","PC, PlayStation, Xbox, Nintendo",Sports
649810,Void Crew,2023-09-07,1063420,void-crew,24.99,186000,6193,53815,87.938,"Action, Adventure",Hutlihut Games,Focus Entertainment,AA,3000000,"['Action', 'Adventure', 'Indie', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Flight', 'Space Sim', 'First-Person', 'Online Co-Op', 'Character Customization', 'PvE', 'Futuristic', 'Combat', '3D', 'Exploration', 'Roguelite', 'Space', 'Sci-fi', 'Colorful']",PC,Action
662225,Dokapon Kingdom Connect,2023-09-07,2338140,dokapon-kingdom-connect,49.99,19560,652,6586,89.11,"Action, Strategy, Casual, RPG","Compile Heart, Idea Factory, Sting",Idea Factory International,AA,644000,"['Strategy', 'Singleplayer', 'Casual', 'RPG', 'Multiplayer', '4 Player Local', 'Turn-Based Combat', 'Cartoon', 'Board Game', 'PvE', 'Magic', 'Turn-Based Strategy', 'Class-Based', '3D', 'Cartoony', 'Top-Down', 'Arcade', 'Fantasy', 'Family Friendly', 'PvP']","PC, Nintendo",Party
690430,Starfield,2023-09-06,1716740,starfield,69.99,4200000,164000,470000,56.822,RPG,Bethesda Game Studios,Bethesda Softworks,AAA,228900000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Action-Adventure', 'Action RPG', 'Space Sim', 'First-Person', 'Moddable', 'Character Customization', 'Third-Person', 'Cinematic', 'Exploration', 'Open World', 'Story Rich', 'Space', 'Sci-fi', 'Atmospheric', 'Great Soundtrack', 'Realistic']","PC, Xbox",RPG
661736,Rune Factory 3 Special,2023-09-05,2243710,rune-factory-3-special,39.99,18990,633,8088,95.419,"Simulation, Casual, RPG",Marvelous Inc.,"Marvelous, Marvelous USA, Inc., XSEED Games","AA, Indie",540000,"['Action', 'Adventure', 'Simulation', 'Singleplayer', 'RPG', 'Action RPG', 'Agriculture', 'Crafting', 'Magic', 'Dating Sim', 'Fishing', 'Combat', 'Romance', 'Farming Sim', 'Creature Collector', '3D', 'JRPG', 'Fantasy', 'Story Rich', 'Cute']","PC, Nintendo",RPG
626166,ARMORED CORE VI FIRES OF RUBICON,2023-08-24,1888160,armored-core-vi-fires-of-rubicon,59.99,2300000,75418,209000,91.369,Action,FromSoftware,"Bandai Namco, FromSoftware",AAA,106900000,"['Action', 'Singleplayer', 'Multiplayer', 'Robots', 'Action-Adventure', 'Souls-like', 'Mechs', 'Character Customization', 'Military', 'Third-Person', 'Futuristic', 'Post-apocalyptic', 'Soundtrack', 'Combat', 'Vehicular Combat', '3D', 'Sci-fi', 'Atmospheric', 'Difficult', 'Fast-Paced']","PC, PlayStation, Xbox",Action
637120,Immortals of Aveum,2023-08-22,2009100,immortals-of-aveum,59.99,69300,2310,16066,70.606,"Action, Adventure",Ascendant Studios,Electronic Arts,AAA,2600000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Action-Adventure', 'First-Person', 'Dragons', 'PvE', 'Magic', 'FPS', 'Shooter', 'Fantasy', 'Open World', 'Story Rich', 'Sci-fi', 'Atmospheric', 'Fast-Paced']","PC, PlayStation, Xbox",Action
617669,Madden NFL 24,2023-08-17,2140330,madden-nfl-24,0.0,257000,8577,6227,46.205,"Simulation, Strategy, Sports",Tiburon,Electronic Arts,AAA,11800000,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Co-op', 'Local Multiplayer', 'Local Co-Op', 'PvP', 'Football (American)']","PC, PlayStation, Xbox",Sports
650761,Atlas Fallen,2023-08-09,1230530,atlas-fallen,39.99,96900,3230,39692,71.641,"Action, Adventure, RPG",Deck13,Focus Entertainment,AA,3100000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Action-Adventure', 'Demons', 'Action RPG', 'Mystery', 'Online Co-Op', 'Loot', 'Magic', 'Cinematic', 'Supernatural', 'Narration', 'Combat', '3D', 'Female Protagonist', 'Exploration', 'Fantasy', 'Story Rich']","PC, PlayStation, Xbox",RPG
628152,F1 Manager 2023,2023-07-31,2287220,f1-manager-2023,54.99,93660,3121,10149,80.006,"Simulation, Strategy",Frontier Developments,Frontier Developments,AA,3600000,"['Strategy', 'Simulation', 'Singleplayer', 'Sports', 'Automobile Sim', 'Choices Matter', 'Racing', 'Economy', 'Driving', 'Immersive Sim', 'Time Management', 'PvE', 'Tactical', 'Team-Based', '3D', 'Base Building', 'Resource Management', 'Management', 'Family Friendly', 'Realistic']","PC, PlayStation, Xbox",Strategy
649925,Jagged Alliance 3,2023-07-14,1084160,jagged-alliance-3,44.99,379000,12617,62620,89.443,"Action, Strategy",Haemimont Games,THQ Nordic,AA,12800000,"['Strategy', 'Action', 'Singleplayer', 'RPG', 'Turn-Based Tactics', 'Classic', 'Co-op', 'Turn-Based Combat', 'Online Co-Op', 'Loot', 'Military', 'Tactical', 'Turn-Based Strategy', 'Co-op Campaign', 'Isometric', 'Strategy RPG', 'Tactical RPG', '3D', 'Turn-Based']","PC, PlayStation, Xbox",Strategy
656599,Exoprimal,2023-07-13,1286320,exoprimal,59.99,126000,4197,40031,69.073,Action,Capcom,Capcom,AAA,5300000,"['Action', 'Multiplayer', 'Robots', 'Mechs', 'Third-Person Shooter', 'Online Co-Op', 'Character Customization', 'PvE', 'Third-Person', 'Tactical', 'Futuristic', 'Destruction', 'Team-Based', 'Dinosaurs', '3D', 'Survival', 'FPS', 'Shooter', 'Sci-fi', 'PvP']","PC, PlayStation, Xbox",Action
627378,Atelier Marie Remake The Alchemist of Salburg,2023-07-13,2138090,atelier-marie-remake-the-alchemist-of-salburg,49.99,9840,328,10209,89.024,"Casual, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,369000,"['Adventure', 'Simulation', 'Singleplayer', 'Casual', 'RPG', 'Turn-Based Combat', 'Cartoon', 'Crafting', '2D', '3D', 'Female Protagonist', 'Turn-Based', 'Exploration', 'JRPG', 'Relaxing', 'Fantasy', 'Story Rich', 'Anime', 'Great Soundtrack', 'Cute']","PC, PlayStation, Nintendo",RPG
